source,listing_id,title,year,km,price,fuel,transmission,engine,power,body_type,listing_date,url,search_query,search_page,raw_description,filter_reason,year_source,km_source,fuel_source,transmission_source,engine_source,power_source,body_type_source
bazos,194032429,ŠKODA KODIAQ 2.0 TDI SCR EVO STYLE DSG,2022.0,155967.0,21900,Diesel,Automatic,2.0 TDI,110.0,,11.8. 2026,https://auto.bazos.sk/inzerat/194032429/skoda-kodiaq-20-tdi-scr-evo-style-dsg.php,Škoda Kodiaq 2.0 TDI,2,"TECHNICKÉ ÚDAJE: R.V.: 03/2022, 1968 CM3, 110KW, A7, NAFTA , EURO 6, 5 DV., (5-MIESTNE), 155 967KM BEZPEČNOSŤ:ABS, ADAPTÍVNY TEMPOMAT, AIRBAGY, ALARM, ASR, BRZDOVÝ ASISTENT, CENTRÁLNE ZAMYKANIE, DEAKTIVÁCIA AIRBAGOV, VAROVANIE O VZDIALENOSTI (BAS PLUS), SYSTÉM ROZPOZNANIA ÚNAVY VODIČA (DAW), D ...",,regex_description,regex_description,regex_description,regex_title,regex_title,regex_description,missing
bazos,194185461,"Škoda Kodiaq 2.0 TDi DSG Style 4x4 - Automat, Diesel 140 kW",2019.0,113000.0,23990,Diesel,Automatic,2.0 TDI,140.0,,11.8. 2026,https://auto.bazos.sk/inzerat/194185461/skoda-kodiaq-20-tdi-dsg-style-4x4-automat-diesel-140-kw.php,Škoda Kodiaq 2.0 TDI,2,"◾️Predam Škoda kodiaq vo výbave STYLE v 7-miestnej verzii. ◼️Možnosť odpočtu DPH-19 504€ bez DPH◾️ Nájazd: 113 000km-garancia zmluvne na počet kilometrov Mesiac / Rok: 10/2019-modelový rok 2020 Spresnenie: Škoda kodiaq 2.0 tdi DSG Style 4x4 - Automat, Diesel 140 kW Palivo: Diesel ...",,regex_description,regex_description,regex_description,regex_description,regex_description,regex_description,missing
bazos,193648886,Škoda Kodiaq 2.0TDI 4x4 147kw Full led Navi F1 DPH%,2023.0,162000.0,24500,Diesel,Automatic,2.0 TDI,147.0,,11.8. 2026,https://auto.bazos.sk/inzerat/193648886/skoda-kodiaq-20tdi-4x4-147kw-full-led-navi-f1-dph.php,Škoda Kodiaq 2.0 TDI,2,19 920€ Bez DPH Škoda kodiaq 2.0 tdi 4x4 147kw Rok výroby 2023/5 Prebodovka 7st. Atomatická DSG Najazdené 162 000 ✅ Možnosť kúpy na splátky/autoúver ✅️Možný odpočet DPH.Cena bez DPH -20 082€ Virtual cockpit Full led svetlomety Front assist (Núdzove brzdenie) Lane assist (Udržiavanie v jazdnýcch ...,,regex_description,regex_description,regex_description,regex_description,regex_description,regex_description,missing
bazos,194381417,Kodiaq Facelift 4x4 2.0Tdi,2022.0,207.0,19900,Diesel,Automatic,2.0 TDI,110.0,,11.8. 2026,https://auto.bazos.sk/inzerat/194381417/kodiaq-facelift-4x4-20tdi.php,Škoda Kodiaq 2.0 TDI,2,"Predám Škoda kodiaq Facelift 4x4 EVO Scr150Ps, 7st DSG automat s F1 radením na volante,rok výroby 2022,naj.km 207t. ACC Adaptívny Tempomat s núdzovým brzdením pred prekážkou, Lane Asistent Keyles bezkľúčové otváranie dverí a štartovanie MATRIX predné svetlá s vykrojovaním,zadné LED svetlá dynamic ...",,regex_description,regex_description,regex_title,regex_description,regex_title,regex_description_from_ps,missing
bazos,193637174,Škoda Kodiaq 2018 2.0tdi 110kw STYLE,2018.0,248000.0,19700,Diesel,Automatic,2.0 TDI,110.0,SUV,11.8. 2026,https://auto.bazos.sk/inzerat/193637174/skoda-kodiaq-2018-20tdi-110kw-style.php,Škoda Kodiaq 2.0 TDI,2,"Ponúkame na predaj krásne, elegantné, maximálne komfortné, novodobé SUV značky Škoda kodiaq v edicií STYLE , nadčasové línie s dynamickou príchuťou Technické údaje: Motorizácia: 2.0 tdi 110kw 150koní Prevodovka: 7st. automatická dsg Rok výroby: 10/2018 Najazdených: 248 000 km Farba: svetlá š ...",,regex_description,regex_description,regex_description,regex_description,regex_description,regex_description,regex_description
bazos,193628286,Škoda KODIAQ Clever 2.0TDi DSG 110kW,2022.0,119000.0,24790,Diesel,Automatic,2.0 TDI,110.0,,11.8. 2026,https://auto.bazos.sk/inzerat/193628286/skoda-kodiaq-clever-20tdi-dsg-110kw.php,Škoda Kodiaq 2.0 TDI,3,"TECHNICKÉ ÚDAJE: R.V.: 02/2022 , 1968CM3, 110KW (150PS), A7, DIESEL, 5 DV., (5-MIESTNE), 119000 KM, ŠEDA METALÍZA, VIN: na vyžiadanie, SPOTREBA VOZIDLA (L/100KM):V MESTE: 6.4, MIMO MESTA: 6.0, KOMBINOVANÁ: 6.2, Emisná norma EURO 6. ABS, (pACC) Prediktívny Adaptívny tempomat s udržiavaním v jazdný ...",,regex_description,regex_description,regex_description,regex_title,regex_title,regex_description,missing
bazos,193619643,Škoda Octavia Combi RS 2.0TDi DSG Facelift,2010.0,,5999,Diesel,Automatic,2.0 TDI,125.0,Kombi,11.8. 2026,https://auto.bazos.sk/inzerat/193619643/skoda-kodiaq-20tdi-dsg-107000km-odpocet-dph.php,Škoda Kodiaq 2.0 TDI,3,"Predám Škodu Octaviu 2 Facelift Combi RS, motor 2.0 tdi 125kw, Automatická prevodovka DSG, rok výroby 2010. LED denne svietenie, Xenonove svetlomety, Automatická klimatizácia, Multifunkčny volant, Tempomat, Veľké dotykové autorádio, Navigácia, Predné a zadné senzory, Maxidot. Menené rozvody olej f ...",,regex_description,missing,regex_description,regex_description,regex_description,regex_description,regex_description
bazos,193580515,Škoda Kodiaq 4x4 2.0TDi DSG 7 miest - Odpočet DPH -,,,26599,Diesel,Automatic,2.0 TDI,,,11.8. 2026,https://auto.bazos.sk/inzerat/193580515/cupra-formentor-20tsi-228kw-79000km-odpocet-dph.php,Škoda Kodiaq 2.0 TDI,3,"- 21.951€ bez DPH - Škoda kodiaq 4x4 2.0 tdi DSG model 2023, 7 miest na sedenie, Virtual cocpit, Full LED svetlomety, Sedadla koža - alcantara, Drive módy - zmena jazdných režimov, offroad mod, Parkovacia kamera, Bezkľúčové štartovanie, Line assist, ACC adaptívny tempomat, El. Ovládanie kufra… - V ...",,missing,missing,regex_description,regex_description,regex_description,missing,missing
bazos,193517138,"2018, ŠKODA KODIAQ 2.0TDi, DSG, 4X4, STYLE +, takmer FULL",2018.0,159563.0,19990,Diesel,Automatic,2.0 TDI,110.0,,11.8. 2026,https://auto.bazos.sk/inzerat/193517138/2018-skoda-kodiaq-20tdi-dsg-4x4-style-takmer-full.php,Škoda Kodiaq 2.0 TDI,3,"🚗 Škoda kodiaq Style+, 2.0 tdi 110kw, dsg, 4x4, 159tis km, 360°, vyhrevy, el.kufor... 💶 Mesačná splátka od: 318 € alebo podľa požiadaviek klienta 💶 Akontácia: 0 € ➡️ Rok výroby: 2018 ➡️ Najazdené kilometre: 159 563 ➡️ Výkon v kW: 110 ➡️ Prevodovka: automatická ➡️ Palivo: DieselŠkoda kodiaq 2.0 ...",,regex_description,regex_description,regex_description,regex_description,regex_description,regex_description,missing
bazos,194194123,Škoda kodiaq,2022.0,115000.0,33500,Diesel,Automatic,2.0 TDI,147.0,,11.8. 2026,https://auto.bazos.sk/inzerat/194194123/skoda-kodiaq.php,Škoda Kodiaq 2.0 TDI,3,v.: 06/2022 ✅najazdene: 115000km ✅motor: 2.0 tdi 147kW ✅prevodovka: 7 st. automat DSG ✅pohon: 4×4 ✅farba: šeda metalíza ✅ cúvacia kamera/ predne a zadne park.senzory samo-parkovanie PARKPILOT ✅bezklucove otvaranie Keyless Access ✅adaptivny podvozok DCC ✅volba jazdnych rezimov ✅adaptivny te ...,,regex_description,regex_description,regex_description,regex_description,regex_description,regex_description,missing
bazos,194024415,Škoda KODIAQ 2.0TDi DSG 110kW 2023 ŤAŽNÉ/MATRIX/VIRTUAL/ACC,2022.0,176000.0,21499,Diesel,Automatic,2.0 TDI,110.0,,11.8. 2026,https://auto.bazos.sk/inzerat/194024415/skoda-kodiaq-20tdi-dsg-110kw-2023-taznematrixvirtualacc.php,Škoda Kodiaq 2.0 TDI,3,"TECHNICKÉ ÚDAJE: R.V.: 11/2022 (model 2023), 1968CM3, 110KW (150PS), A7, DIESEL, 5 DV., (5-MIESTNE), 176000 KM, MOON-BIELA METALÍZA, VIN: na vyžiadanie, SPOTREBA VOZIDLA (L/100KM):V MESTE: 6.4, MIMO MESTA: 6.0, KOMBINOVANÁ: 6.2, Emisná norma EURO 6. ABS, (pACC) Prediktívny Adaptívny tempomat s ud ...",,regex_description,regex_description,regex_description,regex_title,regex_title,regex_description,missing
bazos,194112529,Škoda Kodiaq 2.0TDI DSG Style,2018.0,163000.0,18850,Diesel,Automatic,2.0 TDI,110.0,,11.8. 2026,https://auto.bazos.sk/inzerat/194112529/skoda-kodiaq-20tdi-dsg-style.php,Škoda Kodiaq 2.0 TDI,3,"R.v.: 08/2018, 1968cm3, 110kW (150PS), P, A7, Diesel, Euro 6, 5 dv., (5-miestne), naj.: 163000 km, Šedá/Sivá metalíza, VIN: TMBJJ7NS2J8064712, Airbag 12X, ABS, ESP, MSR, Isofix, Deaktivácia airbagov, Centrálne uzamykanie, El. predné a zadné okná, El. zrkadlá, Dvojzónová automatická klimatizácia, Dia ...",,regex_description,regex_description,regex_description,regex_description,regex_title,regex_description,missing
bazos,193505259,Škoda Kodiaq Sportline Facelift EVO 4x4 TDI 147kW/200PS DSG,2023.0,147000.0,28700,Diesel,Automatic,2.0 TDI,147.0,Kombi,11.8. 2026,https://auto.bazos.sk/inzerat/193505259/skoda-kodiaq-sportline-facelift-evo-4x4-tdi-147kw200ps-dsg.php,Škoda Kodiaq 2.0 TDI,3,"Predám Škoda kodiaq SPORTLINE Facelift EVO 2.0 tdi DSG 4x4 147kW (200PS) rok výroby 05/2023 Po prvom majiteľovi, pravidelne servírovaná v škoda servis Nemecko, 147 tisíc garantovaných km, 2 kľúče Dovezene z Nemecka … Technické údaje: Karoséria Combi Palivo diesel Najazdené 147 000 Km Objem ...",,regex_description,regex_description,regex_description,regex_description,regex_description,regex_description,regex_description
bazos,193958129,"VW Tiguan R-LINE 2024, 2.0TDI 147KW 4MOTION 7Miest IQLIGHT",2024.0,,28490,Diesel,Automatic,2.0 TDI,147.0,,11.8. 2026,https://auto.bazos.sk/inzerat/193958129/volkswagen-tiguan-r-line-allspace-2024-20tdi-147kw-4x4.php,Škoda Kodiaq 2.0 TDI,3,Spoločnost ADDL s.r.o. vám ponúka na predaj Volkswagen Tiguan ALLSPACE R-LINE BLACKPACKET s dieslovým ústrojenstvom 2.0 tdi 147KW ( 200 konských síl) s 7.st automatickou prevodovkou DSG. *rok výroby 19.6.2024 *najazdených 126 000 tisíc km *vozidlo vlastnil jeden majiteľ *VIN: bohužiaľ na vyži ...,,regex_description,missing,regex_description,regex_description,regex_description,regex_description,missing
bazos,193466768,Škoda Kodiaq 2.0 TDI SCR EVO Sportline DSG,2022.0,192560.0,22900,Diesel,Automatic,2.0 TDI,110.0,,11.8. 2026,https://auto.bazos.sk/inzerat/193466768/skoda-kodiaq-20-tdi-scr-evo-sportline-dsg.php,Škoda Kodiaq 2.0 TDI,3,"Škoda kodiaq Sportline 2.0 tdi SCR EVO 150ps 192560km DSG automat 7st.,r.v11/2022, Diesel, modra RACE BLUE metaliza,5dv./5miestne ✅️zmluvná garancia najazdených kilometrov ✅ kompletná servisná historia ✅️vyhodny leasing/financovanie ▶️Adaptívne LED svetlomety s vyrezavanim,automatické diaľkové s ...",,regex_description,regex_description,regex_description,regex_description,regex_description,regex_description_from_ps,missing
bazos,193957838,Škoda KODIAQ L&K 4x4 2.0TDi DSG 147kW 2023 ŤAŽNÉ/MATRIX/360°,2023.0,146000.0,27699,Diesel,Automatic,2.0 TDI,147.0,,11.8. 2026,https://auto.bazos.sk/inzerat/193957838/skoda-kodiaq-lk-4x4-20tdi-dsg-147kw-2023-taznematrix360.php,Škoda Kodiaq 2.0 TDI,3,"TECHNICKÉ ÚDAJE: R.V.: 6/2023, 1968CM3, 147KW (200PS), A7, DIESEL, 5 DV., (5-MIESTNE), 146000 KM, GRAFITOVÁ ŠEDÁ METALÍZA, VIN: na vyžiadanie, SPOTREBA VOZIDLA (L/100KM):V MESTE: 6.6, MIMO MESTA: 6.2, KOMBINOVANÁ: 6.4, Emisná norma EURO 6. ABS, (pACC) Prediktívny Adaptívny tempomat s udržiavaným ...",,regex_description,regex_description,regex_description,regex_title,regex_title,regex_description,missing
bazos,193461598,Skoda Kodiaq 2.0 TDI 4x4 DSG Tour,2022.0,138000.0,24990,Diesel,Automatic,2.0 TDI,110.0,,11.8. 2026,https://auto.bazos.sk/inzerat/193461598/skoda-kodiaq-20-tdi-4x4-dsg-tour.php,Škoda Kodiaq 2.0 TDI,3,Mesiac / rok výroby: 4/2022 ➡️ Najazdené kilometre: 138 000 km ➡️ Výkon: 110 kW (150 PS) ➡️ Prevodovka: Automatická DSG (7-st.) ➡️ Pohon: 4x4 ➡️ Palivo: Diesel ➡️ Farba: Black-Magic Perleffekt ➡️ Výbava: Tour ☎️ Kontakt: 0904 179 351 HLAVNÉ PRVKY VÝBAVY (TOP): ► Matrix LED svetlomety ...,,regex_description,regex_description,regex_description,regex_description,regex_title,regex_description,missing
bazos,193990133,"Škoda Karoq, 2.0 tdi, 2021, 85 kW, čierna metalíza",,,15499,Diesel,Automatic,2.0 TDI,85.0,,11.8. 2026,https://auto.bazos.sk/inzerat/193990133/skoda-karoq-20-tdi-2021-85-kw-cierna-metaliza.php,Škoda Kodiaq 2.0 TDI,3,"Predám Škoda Karoq, DSG, 2.0 tdi , 85 kW. Prihlásené na Slovensku! ČERSTVO SPRAVENÉ ROZVODY, auto nevyžaduje investície. Spotreba najnižšia 3.9 l/km v meste, 4.0 l/km mimo mesta. Ideme si kúpiť Škoda kodiaq , pribudlo dieťa. Auto bez investícií, pekné, vyššie a rodinné. Viac info po telefóne ...",,missing,missing,regex_description,regex_description,regex_description,regex_description,missing
bazos,193495610,Škoda Kodiaq L&K 110 KW 2022 TDI DSG Canton/Ťažné/Matrix/360,,152000.0,24990,Diesel,Automatic,2.0 TDI,110.0,,11.8. 2026,https://auto.bazos.sk/inzerat/193495610/skoda-kodiaq-lk-110-kw-2022-4x4.php,Škoda Kodiaq 2.0 TDI,3,❗️ Ponúkam Škoda kodiaq L&K 2.0 tdi ❗️ ✔️ L&K ✔️ Laurin & Klement ☑️ - Nájazd KM 152 000 KM ☑️ - Nebúrané/nestriekané vozidlo. ☑️ - Pravidelný servis v autorizovanom servise. ☑️ - 2x kľúč. ☑️ - Dovezené z Nemecka. ☑️ - Nebúrané / Nestriekané vozidlo Technické údaje: ...,,missing,regex_description,regex_description,regex_title,regex_description,regex_title,missing
bazos,194018983,Škoda Kodiaq 2.0 TDI SCR EVO 200 Sportline 4x4 DSG WEBASTO,2023.0,94273.0,33000,Diesel,Automatic,2.0 TDI,147.0,,11.8. 2026,https://auto.bazos.sk/inzerat/194018983/skoda-kodiaq-20-tdi-scr-evo-200-sportline-4x4-dsg-webasto.php,Škoda Kodiaq 2.0 TDI,3,"MOŽNOSŤ KÚPY AJ NA SPLÁTKY S 0% AKONTÁCIOU Technické údaje : r.v.: 1/2023 , 1968cm3, 147kW (200PS), 4x4, A7, Diesel, Euro 6d, 5 dv., (5-miestne), 94273 km, VIN: TMBLN7NS6P8017432 ABS, Adaptívny tempomat, Natáčacie svetlomety, Airbagy, Airbag 7x, Alarm, ASR, Centrálne zamykanie, Deaktiváci ...",,regex_description,regex_description,regex_description,regex_title,regex_title,regex_description,missing
bazos,194463458,Skoda Kodiaq 2.0 TDI 4x4 190 koní 7 miest NAVI LED PANORAMA,2020.0,176000.0,20900,Diesel,Automatic,2.0 TDI,140.0,,11.8. 2026,https://auto.bazos.sk/inzerat/194463458/skoda-kodiaq-20-tdi-4x4-190-koni-7-miest-navi-led-panorama.php,Škoda Kodiaq 2.0 TDI,3,"Predám Škoda kodiaq 2.0 tdi , 4x4, automat, 02/2020, 176.000 km, LED, 1968cm3, 140kW (190PS), diesel, sivá metalíza Auto je v super výbave, ako: automatická DSG prevodovka, LED svetlá, veľký navigačný systém s dotykovým displejom, 18"" originál ŠKODA disky z ľahkej zliatiny, automatická klimatizá ...",,regex_description,regex_description,regex_description,regex_description,regex_description,regex_description,missing
bazos,194114377,Škoda Kodiaq 4x4 Tour 2.0TDi 110kW NAVI park.kamera výhrevy,,,23800,Diesel,Automatic,2.0 TDI,110.0,SUV,11.8. 2026,https://auto.bazos.sk/inzerat/194114377/skoda-kodiaq-4x4-tour-20tdi-110kw-navi-parkkamera-vyhrevy.php,Škoda Kodiaq 2.0 TDI,3,"Škoda kodiaq 4x4 TOUR je mimoriadne obľúbené SUV, ktoré sa vyznačuje úsporným motorom 2.0 tdi /110 kW, 7-stupňovou automatickou prevodovkou DSG a bohatou výbavou. Nielen jeho štýl súčasne s eleganciou je to, čo zaujme najviac, pretože ponúka viac: parkovacie senzory vpredu i vzadu + parkovaciu kam ...",,missing,missing,regex_description,regex_description,regex_description,regex_description,regex_description
bazos,194111281,ŠKODA KODIAQ 2.0 TDI CLEVER MATRIX DSG,2021.0,146000.0,23500,Diesel,Automatic,2.0 TDI,110.0,Pohon,11.8. 2026,https://auto.bazos.sk/inzerat/194111281/skoda-kodiaq-20-tdi-clever-matrix-dsg.php,Škoda Kodiaq 2.0 TDI,3,Rok výroby: 2021 model 2022 ➡️Najazdené: 146000 ➡️Diesel - Objem: 1968cm³ - Výkon: 110kw ➡️Karoséria: Pohon predných kolies - 5-dverové - 5-miestneBohatá výbava ako: ▶️HUDBA Canton ▶️ MATRIX predné svetlomety s funkciou natáčania do zákrut a Dynamic Light Assist (vyrezávanie áut/chodcov v režim ...,,regex_description,regex_description,regex_description,regex_title,regex_title,regex_description,regex_description
bazos,193892906,Škoda Kodiaq 2.0 TDI SCR STYLE DSG 110kW150HP A7,,194000.0,18300,Diesel,Automatic,2.0 TDI,110.0,SUV,11.8. 2026,https://auto.bazos.sk/inzerat/193892906/skoda-kodiaq-20-tdi-scr-style-dsg-110kw150hp-a7.php,Škoda Kodiaq 2.0 TDI,3,"Náš rodinný táltoš , Škoda kodiaq vo veľmi zachovalom stave. 194000 km. STK , EK do 10.2027. 2.majitel. Vozidlo je pravidelne servisované, pravidelne menení olej v DSG, spoľahlivé a pripravené na okamžité používanie bez nutných investícií. Komfortné a priestranné rodinné SUV s nízkou spotrebou, p ...",,missing,regex_description,regex_title,regex_description,regex_title,regex_title_from_ps,regex_description
bazos,194427032,Škoda Kodiaq 2.0 TDI 110kW DSG 2023 / MATRIX / ACC / ŤAŽNÉ,2023.0,163000.0,22100,Diesel,Automatic,2.0 TDI,110.0,,11.8. 2026,https://auto.bazos.sk/inzerat/194427032/skoda-kodiaq-20-tdi-110kw-dsg-2023-matrix-acc-163-000.php,Škoda Kodiaq 2.0 TDI,3,Predám krásnu Škoda kodiaq Style 2.0 tdi 110 kW DSG FACELIFT 02/2023 📅 Rok výroby: 02/2023 ⏱️ Najazdené km: 163 000 km ⛽ Palivo: Diesel ⚙️ Prevodovka: Automat DSG 🛞 Pohon: 110kw 150 PS 🎨 Farba: strieborná metalíza 💎 Disky: R18 na nových letných pneu Bridgestone - 2 kľúče - nie je možno ...,,regex_description,regex_description,regex_description,regex_description,regex_description,regex_description,missing
